id,order_id,product_id,qty,unit_price,discount
194,75,475,9,239.35,178.88
195,76,34,41,161.95,310.81
196,77,308,43,482.22,425.86
197,78,422,34,185.07,470.31
198,78,77,48,153.41,25.11
199,79,538,24,61.12,214.45
200,79,618,50,170.22,1134.19
201,79,614,12,290.32,304.26
202,79,103,6,119.6,29.76
203,80,563,20,453.63,895.33
204,80,592,7,448.19,354.03
205,80,708,3,159.39,62.97
206,80,560,6,330.66,80.07
207,81,603,31,405.7,765.9
208,81,5,7,135.82,84.26
209,81,110,36,448.04,598.99
210,81,489,22,88.35,189.07
211,81,44,37,351.85,202.84
212,82,699,33,123.1,248.56
213,83,748,32,276.04,78.67
214,83,795,14,308.56,251.7
215,83,193,34,149.89,104.12
216,84,256,8,354.92,108.61
217,84,632,39,251.35,1437.78
218,85,591,38,64.39,246.28
219,85,189,9,356.98,111.25
220,85,657,16,373.72,655.88
221,86,116,1,327.67,35.25
222,86,589,45,11.81,8.53
223,87,127,27,192.47,404.46
224,87,378,18,224.49,122.16
225,87,333,41,77.23,184.86
226,88,281,4,129.8,33.74
227,88,448,11,35.4,51.92
228,89,424,19,74.65,59.43
229,89,114,28,385.68,766.57
230,90,660,29,104.46,392.53
231,90,230,31,481.94,604.27
232,91,241,42,245.52,338.55
233,92,739,24,263.4,654.2
234,93,765,37,478.79,284.65
235,93,414,19,129.79,90.36
236,93,21,43,466.03,2572.59
237,93,65,37,400.5,1177.89
238,94,21,21,385.4,934.41
239,95,192,47,156.64,843.87
240,95,112,17,349.53,242.38
241,96,366,31,314.19,1300.65
242,96,99,21,27.67,29.3
243,96,390,31,380.67,942.56
244,97,79,7,284.75,40.96
245,98,548,5,55.79,41.41
246,98,757,36,223.43,163.75
247,99,12,38,207.52,1172.59
248,100,96,8,51.29,15.41
249,100,349,39,270.76,996.47
250,100,243,49,124.4,435.24
251,100,627,18,272.83,484.19
252,101,222,6,254.33,753.71
253,101,422,1,216.42,95.06
254,101,339,29,280.36,4347.55
255,101,103,41,287.99,341.02
256,102,201,9,151.02,12.49
257,102,215,29,116.68,68.27
258,102,203,8,364.24,316.48
259,103,443,11,239.5,3.01
260,103,158,24,22.39,14.11
261,103,705,27,58.72,181.79
262,103,65,14,41.24,35.95
263,104,533,36,442.5,1268.5
264,104,731,38,449.99,2352.41
265,105,609,14,477.04,425.64
266,105,546,40,419.16,1119.35
267,105,677,21,133.81,90.26
268,105,581,47,400.16,2357.4
269,106,477,45,67.76,24.6
270,106,94,48,351.63,2404.04
271,106,596,8,282.23,133.64
272,106,119,42,292.43,1358.91
273,107,238,4,256.67,93.46
274,107,130,5,124.54,51.59
275,107,247,22,264.91,81.77
276,108,46,9,402.42,119.79
277,108,438,41,49.24,44.76
278,108,503,29,40.36,126.57
279,108,211,35,44.68,178.31
280,109,346,2,388.78,80.58
281,109,31,47,20.02,45.52
282,109,34,49,372.39,1743.62
283,109,784,6,45.9,7.87
284,109,12,7,222.29,208.73
285,109,799,42,188.91,937.19
286,110,321,19,377.5,280.59
287,110,389,6,275.16,36.64
288,110,689,43,290.31,892.77
289,110,118,32,263.5,971.35
290,110,517,10,91.98,105.3
291,110,662,33,312.72,65.73
292,111,27,39,29.18,113.01
293,111,46,16,192.06,293.47
294,112,154,25,283.69,250.85
295,112,415,10,399.86,306.9
296,113,175,25,366.15,758.68
297,113,591,3,314.38,7.5
298,114,572,2,387.32,90.47
299,114,472,34,96.46,31.74
300,114,633,18,401.99,1007.38
301,114,364,26,130.14,268.28
302,115,751,42,92.84,554.74
303,115,265,32,440.82,526.9
304,116,66,16,81.66,12.84
305,116,410,45,203.04,929.08
306,116,275,47,89.58,360.87
307,117,163,16,440.33,799.44
308,117,22,9,187.29,183.37
309,118,797,6,233.67,8.58
310,118,258,25,149.35,550.1
311,119,44,47,339.5,813.62
312,119,192,44,97.54,123.39
313,119,413,47,16.52,9.85
314,119,235,25,157.33,467.33
315,120,24,47,58.94,100.33
316,120,791,45,252.98,304.73
317,120,232,18,169.12,444.06
318,121,349,44,321.35,2106.33
319,121,39,19,123.21,321.82
320,121,297,14,485.02,839.22
321,122,228,7,49.58,23.67
322,122,145,30,362.02,886.84
323,123,222,9,205.47,751.58
324,124,769,49,481.04,3505.32
325,124,627,7,233.55,122.78
326,124,780,27,390.56,1139.33
327,124,518,34,446.45,24.3
328,124,509,12,108.31,5.18
329,125,115,34,462.54,576.49
330,125,563,25,170.26,406.6
331,125,131,32,135.62,184.65
332,125,612,39,64.25,272.42
333,126,625,9,443.51,1999.48
334,126,355,8,436.07,300.9
335,127,543,22,419.84,812.66
336,127,489,49,498.48,713.37
337,128,463,18,170.92,42.56
338,129,549,27,470.63,81.68
339,130,405,28,483.31,1509.75
340,130,439,34,348.37,207.01
341,131,198,25,201.93,459.97
342,131,57,49,18.5,20.94
343,131,533,30,40.98,173.4
344,131,209,14,54.47,20.08
345,131,370,14,130.74,93.49
346,132,447,32,315.06,733.87
347,132,586,49,282.88,1876.28
348,132,112,40,109.38,344.21
349,133,312,36,7.45,21.23
350,134,489,36,369.65,1055.16
351,134,684,27,27.83,26.35
352,135,684,24,228.51,570.88
353,136,579,46,37.1,74.07
354,136,595,37,94.98,8.31
355,137,413,37,313.77,1090.07
356,137,775,50,314.12,1903.73
357,137,613,50,330.1,2055.57
358,137,724,42,304.31,1150.89
359,138,535,19,76.86,171.63
360,139,339,7,150.73,122.23
361,139,579,20,286.89,681.91
362,140,800,15,150.74,47.92
363,141,57,36,239.12,513.91
364,141,418,8,231.3,115.94
365,141,638,2,322.76,16.84
366,141,717,14,158.2,313.29
367,141,24,47,117.91,504.35
368,142,666,36,379.72,1714.15
369,142,250,19,414.87,1060.89
370,142,533,27,444.2,211.93
371,142,142,10,451.61,383.6
372,142,674,28,173.96,401.3
373,143,151,18,51.28,76.24
374,143,445,37,192.26,434.21
375,143,677,5,462.11,75.08
376,144,703,10,384.41,465.46
377,145,197,18,202.34,81.38
378,145,796,38,399.16,707.01
379,146,169,1,8.22,1.05
380,146,490,28,302.19,1151.59
381,146,771,25,35.99,7.44
382,146,230,49,196.66,292.07
383,147,27,5,190.72,8.01
384,147,50,42,143.23,264.42
385,148,418,50,92.71,437.73
386,149,643,47,187.34,841.98
387,149,148,18,13.32,17.81
388,149,52,29,301.42,512.33
389,150,744,43,69.36,61.38
390,150,413,2,279.95,7.73
391,150,782,32,363.87,1442.68
392,150,422,25,461.93,1701.03
393,151,797,17,16.25,38.81
394,152,204,21,182.15,533.96
395,152,208,13,175.65,329.16
396,152,465,7,236.26,230.01
397,152,238,30,10.27,39.26
398,152,92,11,340.63,44.17
399,152,136,11,5.23,0.97
400,153,326,23,191.11,125.53
401,153,136,29,41.8,121.44
402,153,479,19,157.01,265.16
403,153,508,47,480.81,2930.6
404,153,560,21,28.65,77.98
405,153,588,19,257.58,714.34
406,154,243,26,237.85,100.44
407,154,463,10,453.0,503.45
408,154,210,32,335.3,274.12
409,154,699,12,42.21,63.36
410,154,257,41,50.67,153.18
411,154,105,38,270.44,281.16
412,155,430,48,415.72,2347.84
413,155,176,44,305.21,471.09
414,155,587,28,433.96,422.17
415,155,560,35,125.3,75.64
416,155,349,33,92.72,312.8
417,156,769,48,16.34,92.43
418,156,461,38,274.58,996.42
419,157,717,26,431.15,834.8
420,157,63,26,261.55,823.79
421,158,148,43,421.14,490.16
422,158,87,41,177.91,737.33
423,159,344,35,494.49,2432.67
424,160,75,34,327.39,1564.61
425,161,408,49,299.11,86.7
426,161,468,38,269.46,1047.29
427,162,560,9,446.63,22.78
428,162,17,22,400.2,1256.48
429,162,163,45,366.17,1637.01
430,163,257,42,69.34,385.51
431,163,520,22,423.84,852.81
432,163,299,36,316.61,1106.63
433,164,469,45,329.14,203.65
434,164,770,12,121.46,118.93
435,164,37,29,198.3,169.06
436,165,390,5,481.94,22.95
437,165,799,41,333.53,946.44
438,166,518,21,260.48,3274.11
439,166,510,3,396.31,121.55
440,166,736,1,202.3,102.42
441,166,158,16,187.5,397.36
442,166,133,43,447.88,11528.69
443,167,583,44,66.79,123.25
444,167,40,35,92.07,360.82
445,167,32,24,137.82,90.58
446,168,144,40,150.61,576.81
447,168,362,41,476.06,2001.21
448,169,228,7,173.39,29.93
449,169,200,6,343.81,283.44
450,169,560,12,268.85,163.51
451,169,587,31,93.06,408.94
452,170,604,15,434.83,217.46
453,171,517,7,282.17,115.91
454,172,396,2,306.89,69.6
455,172,573,50,341.65,2113.61
456,172,333,15,8.76,6.04
457,173,77,31,86.58,80.18
458,173,116,46,170.14,277.08
459,173,493,3,47.58,7.8
460,173,614,26,157.25,199.47
461,174,222,12,186.22,297.02
462,174,747,27,240.55,824.08
463,175,325,2,480.1,38.28
464,175,47,10,350.08,337.82
465,176,363,12,231.03,256.05
466,177,62,47,418.28,2234.55
467,177,620,1,139.48,2.72
468,178,141,36,405.5,1772.33
469,178,339,28,210.96,846.64
470,179,287,9,248.89,113.53
471,179,306,22,491.66,1449.15
472,179,172,18,272.97,250.24
473,180,183,20,479.21,1391.1
474,180,515,45,216.91,3748.51
475,180,132,1,441.83,243.19
476,181,238,9,323.11,360.22
477,181,75,8,400.66,417.56
478,181,243,5,108.13,26.27
479,182,436,12,342.59,175.08
480,182,569,19,426.31,637.61
481,182,756,25,195.98,455.63
482,183,707,29,361.08,459.69
483,183,228,27,79.1,2.04
484,183,434,24,423.75,1502.3
485,183,460,46,88.02,224.01
486,183,653,14,475.1,69.43
487,184,109,13,418.99,103.19
488,184,755,39,75.89,373.44
489,184,137,1,315.32,29.52
490,185,533,32,84.27,290.24
491,185,251,30,175.78,421.22
492,185,426,50,238.47,927.67
493,185,269,6,334.25,53.23
494,186,267,24,283.21,270.82
495,186,765,9,192.56,224.27
496,187,795,43,372.24,918.15
497,188,563,46,222.57,185.72
498,188,187,31,91.9,195.36
499,189,672,12,90.41,93.84
500,189,597,37,455.27,540.97
501,189,191,27,441.37,1707.72
502,189,30,47,216.41,498.83
503,189,334,38,42.3,73.1
504,190,333,16,395.73,812.7
505,190,669,35,105.58,308.16
506,190,373,20,137.06,50.23
507,190,720,47,324.08,1684.13
508,191,21,22,134.21,112.45
509,191,585,50,251.57,1349.97
510,192,597,12,287.67,227.91
511,192,450,11,32.44,13.19
512,192,3,39,236.91,730.38
513,193,335,38,475.86,2565.4
514,193,142,34,125.3,95.37
515,194,374,26,365.96,1036.34
516,195,46,17,381.69,475.9
517,196,583,44,109.24,533.51
518,196,449,46,439.87,2025.47
519,196,358,23,96.4,212.0
520,197,285,16,461.66,715.1
521,197,310,37,428.32,1364.15
522,198,167,6,16.31,2.19
523,198,216,37,87.9,452.16
524,198,746,38,375.89,1422.69
525,198,585,6,154.88,66.63
526,199,627,13,456.27,512.97
527,200,624,10,201.92,191.81
528,200,118,47,80.13,117.08
529,201,771,9,31.48,25.75
530,201,677,48,338.35,282.43
531,202,43,29,72.31,107.87
532,202,124,48,463.14,2534.14
533,202,633,16,102.99,153.98
534,202,739,47,110.97,229.7
535,202,33,13,218.57,143.77
536,203,682,50,262.89,295.03
537,203,309,19,92.19,23.67
538,204,144,37,334.14,1821.07
539,204,346,10,300.18,169.11
540,204,9,2,420.8,74.66
541,205,68,42,5.61,32.89
542,205,760,46,335.14,1378.7
543,205,754,9,390.71,307.75
544,206,122,23,277.1,515.89
545,206,146,25,156.94,543.81
546,206,283,14,423.94,230.9
547,206,196,5,444.61,259.6
548,206,435,2,74.72,10.8
549,207,491,32,142.58,113.85
550,207,237,40,35.45,152.9
551,207,571,6,218.45,169.47
552,208,289,34,326.8,1501.88
553,209,701,15,352.09,686.41
554,209,647,3,128.6,7.22
555,209,658,40,184.78,1003.46
556,209,8,32,284.39,1048.94
557,210,380,44,390.3,7234.4
558,210,454,12,473.16,3181.88
559,210,605,9,419.2,1730.0
560,211,527,2,404.02,89.29
561,211,126,27,279.15,113.48
562,211,40,26,141.7,521.25
563,211,213,32,85.13,210.96
564,212,687,10,298.41,388.72
565,212,376,7,487.23,360.32
566,212,459,30,46.8,107.06
567,212,110,27,229.22,228.84
568,213,49,19,183.75,277.92
569,214,180,2,13.63,1.78
570,214,117,23,268.19,488.65
571,214,721,23,226.18,548.88
572,214,202,39,130.61,22.68
573,215,688,50,104.18,314.56
574,216,448,38,36.72,50.35
575,216,153,9,351.24,225.23
576,216,81,3,33.5,4.01
577,216,362,27,215.65,271.27
578,217,120,32,334.94,199.88
579,217,52,17,23.49,44.87
580,217,458,17,294.85,408.92
581,217,603,36,38.63,149.13
582,218,323,46,37.56,203.3
583,218,256,3,131.48,36.02
584,218,684,3,404.88,54.23
585,219,542,42,37.23,108.65
586,219,505,29,344.15,1218.1
587,219,655,25,303.48,853.43
588,219,230,7,208.39,83.59
589,220,51,31,287.65,332.04
590,220,497,12,382.29,300.64
591,221,610,37,456.42,2522.16
592,221,297,29,404.47,117.88
593,221,597,17,86.75,95.3
594,222,528,35,422.9,234.66
595,222,472,27,32.19,20.65
596,223,559,6,121.43,74.79
597,224,799,10,449.24,56.27
598,224,599,29,481.45,1530.85
599,224,460,35,254.31,784.58
600,225,73,35,464.4,2180.06
601,226,535,37,491.51,1019.68
602,226,526,1,271.85,96.89
603,226,756,35,28.18,70.02
604,226,239,6,415.26,989.72
605,227,783,43,46.6,47.44
606,227,664,32,338.8,960.18
607,228,517,47,377.32,1539.13
608,228,155,43,465.46,1432.46
609,228,475,41,29.76,7.89
610,229,91,28,60.68,108.86
611,229,595,32,450.3,1388.35
612,230,342,23,57.97,186.2
613,230,741,38,399.94,1834.7
614,230,387,43,322.38,377.87
615,231,719,25,275.67,744.68
616,231,656,40,217.51,346.68
617,231,290,33,159.63,51.17
618,231,625,1,80.71,4.09
619,231,386,25,75.46,277.66
620,232,417,9,5.17,6.75
621,232,282,50,114.89,460.67
622,232,556,35,349.86,418.69
623,232,560,3,440.77,27.26
624,233,771,28,15.92,55.7
625,233,540,6,153.45,29.62
626,233,456,8,295.32,268.16
627,233,617,47,127.9,596.18
628,233,590,39,321.85,307.36
629,233,70,14,358.79,81.34
630,234,350,17,164.0,213.72
631,234,192,26,169.56,548.9
632,234,255,2,455.45,49.23
633,234,45,18,376.49,503.78
634,235,666,13,350.02,186.74
635,235,33,37,211.11,990.2
636,236,766,9,351.6,282.21
637,236,67,37,377.74,1321.79
638,236,791,35,272.82,1299.89
639,236,529,1,433.82,30.05
640,237,278,27,260.9,1051.65
641,238,404,41,191.38,311.93
642,239,255,26,349.76,749.62
643,239,716,20,465.5,532.29
644,239,596,20,345.9,899.41
645,240,676,47,301.56,383.92
646,240,51,44,391.62,2570.95
647,240,114,16,350.01,320.46
648,240,128,45,27.02,20.68
649,240,629,31,43.91,139.41
650,240,139,4,117.4,41.98
651,241,255,46,325.57,224.66
652,241,421,38,133.65,283.69
653,242,609,42,327.41,621.14
654,243,49,25,499.33,1277.8
655,243,301,18,393.83,787.47
656,244,52,28,134.75,8.12
657,244,335,20,160.8,417.36
658,245,30,20,385.16,1114.76
659,245,585,13,391.72,615.1
660,245,462,2,215.45,15.68
661,246,134,27,171.57,200.95
662,246,649,7,201.26,70.58
663,246,189,39,176.78,956.97
664,246,789,1,348.92,35.34
665,247,302,12,481.82,692.25
666,248,486,9,383.09,317.17
667,248,319,25,18.74,5.56
668,248,411,18,356.02,96.04
669,249,258,25,496.72,11.4
670,249,547,35,12.43,30.97
671,249,530,34,491.08,1205.17
672,249,655,32,495.86,304.3
673,250,367,29,71.78,224.28
674,250,455,17,427.11,695.51
675,250,14,28,42.69,130.97
676,250,280,11,31.47,27.46
677,251,441,45,296.43,772.09
678,251,355,49,268.48,910.11
679,252,272,12,158.33,35.17
680,252,527,36,348.88,438.13
681,253,275,28,130.96,359.07
682,253,49,19,327.84,316.31
683,253,33,10,435.59,552.44
684,253,693,5,60.14,42.6
685,254,551,49,369.56,2654.2
686,254,630,44,470.34,2276.78
687,255,249,42,340.87,357.25
688,255,681,11,20.2,28.92
689,255,301,36,271.75,1005.33
690,255,661,5,449.38,119.19
691,256,69,3,131.19,42.2
692,256,622,13,21.43,25.44
693,256,397,15,165.87,203.52
694,256,253,10,137.05,183.74
695,257,717,41,371.45,1175.79
696,258,436,17,458.81,306.12
697,258,354,28,31.48,108.34
698,258,177,24,345.77,771.19
699,258,286,29,353.77,23.96
700,258,261,44,327.2,1567.87
701,259,550,30,480.37,1107.84
702,260,582,34,259.67,205.27
703,260,594,49,346.85,155.31
704,260,436,21,243.21,538.64
705,260,601,31,56.8,221.79
706,261,92,39,272.52,1536.06
707,261,747,46,130.05,240.31
708,262,167,16,286.17,70.88
709,262,534,8,492.74,389.97
710,262,242,32,19.89,87.83
711,263,177,33,462.46,1629.19
712,263,530,36,462.44,418.98
713,264,236,12,445.04,13.04
714,265,118,2,256.42,48.57
715,265,47,43,434.58,2577.54
716,266,561,6,409.83,69.84
717,267,742,16,449.38,312.08
718,268,774,18,213.46,432.88
719,268,49,36,322.55,339.62
720,268,495,20,207.29,610.95
721,269,204,47,387.68,46.19
722,270,286,48,296.22,933.17
723,270,338,5,169.05,114.48
724,271,95,1,452.97,26.7
725,271,76,24,153.05,47.68
726,272,2,40,409.88,2253.46
727,272,458,18,387.35,490.95
728,272,555,34,309.51,579.76
729,272,332,36,381.3,885.17
730,272,103,36,105.14,314.51
731,272,409,25,269.48,573.45
732,273,16,35,219.56,640.23
733,273,541,41,285.05,828.28
734,273,240,44,331.9,1063.06
735,274,80,30,448.91,6715.81
736,274,584,9,16.03,66.06
737,275,647,37,281.74,1364.57
738,275,535,25,12.27,44.99
739,276,143,30,183.8,422.23
740,276,75,8,232.98,127.74
741,277,395,12,393.11,68.33
742,277,617,44,399.63,1701.17
743,278,413,18,92.63,35.24
744,278,142,31,170.46,465.78
745,278,447,29,31.43,96.68
746,279,136,36,176.57,279.99
747,279,108,32,417.55,90.94
748,280,592,10,67.53,88.09
749,281,752,4,36.37,8.71
750,282,55,11,109.58,24.59
751,282,471,31,495.98,1160.3
752,283,92,32,262.48,1191.01
753,284,247,27,40.88,155.89
754,284,93,35,462.48,1929.89
755,284,140,24,8.09,1.92
756,285,589,24,487.49,1071.26
757,286,673,48,440.66,2360.11
758,286,89,15,473.77,919.08
759,286,323,29,31.35,77.67
760,286,191,13,26.71,24.08
761,286,438,28,298.86,854.15
762,286,83,1,478.71,18.41
763,287,588,21,351.07,251.04
764,287,320,42,74.72,267.14
765,287,576,30,209.54,523.64
766,287,729,14,433.28,374.99
767,288,785,40,397.55,1227.64
768,288,119,10,488.82,148.25
769,288,424,20,406.41,100.76
770,288,751,50,364.05,193.1
771,288,91,17,169.48,66.44
772,289,188,30,446.74,428.88
773,289,71,47,183.17,330.63
774,290,62,18,489.61,575.6
775,290,416,48,217.49,303.41
776,291,555,20,484.0,461.62
777,291,516,15,194.4,429.26
778,291,200,41,484.68,888.02
779,291,561,9,272.4,121.67
780,292,722,40,171.1,82.19
781,292,52,26,83.93,184.8
782,292,403,47,413.2,1730.55
783,292,369,35,468.77,2220.63
784,292,460,21,58.03,90.19
785,293,615,7,475.77,497.95
786,293,105,30,390.56,1654.54
787,293,240,7,302.51,218.11
788,294,720,12,88.25,560.5
789,295,275,12,499.11,802.24
790,295,716,43,71.94,203.12
791,295,86,21,393.54,1115.81
792,295,699,23,436.6,89.65
793,296,114,22,111.23,264.09
794,297,671,41,445.85,931.68
795,297,703,29,144.85,602.29
796,297,603,32,54.45,115.77
797,297,266,13,423.04,382.52
798,297,451,36,29.51,56.39
799,298,683,26,147.48,389.7
800,298,770,14,485.07,787.27
801,298,68,1,105.62,14.22
802,298,50,8,6.49,2.71
803,298,10,3,439.75,84.78
804,299,556,20,315.3,903.72
805,300,179,23,381.18,320.39
806,300,559,24,344.58,422.35
807,300,368,3,183.87,5.85
808,301,585,28,471.74,1084.76
809,302,797,16,498.08,830.07
810,302,713,9,359.74,321.6
811,303,384,1,199.35,13.71
812,303,231,49,424.79,490.73
813,303,22,21,8.98,4.55
814,304,389,17,69.35,69.17
815,304,321,19,57.36,87.83
816,305,587,10,113.32,37.62
817,305,720,22,428.73,98.67
818,305,798,48,394.79,1623.96
819,306,48,41,383.33,1275.43
820,306,365,27,257.67,253.56
821,306,251,10,443.77,77.65
822,306,6,25,199.33,164.41
823,307,695,30,170.37,671.95
824,307,343,37,280.46,1528.57
825,308,90,38,386.68,686.98
826,308,176,26,27.98,104.02
827,308,608,16,212.44,409.98
828,308,755,12,399.68,636.51
829,309,80,30,445.51,1393.14
830,309,262,9,5.54,3.33
831,309,474,6,401.57,304.26
832,310,194,28,351.71,248.53
833,311,538,8,263.52,287.72
834,312,516,24,169.5,445.65
835,312,448,21,286.64,878.37
836,312,217,11,353.47,1901.33
837,312,549,3,355.87,123.81
838,313,69,10,256.72,224.07
839,313,561,12,402.83,200.21
840,313,385,20,433.79,855.46
841,313,624,33,73.36,262.32
842,314,219,40,150.8,115.33
843,315,91,18,142.98,381.18
844,316,538,24,290.75,743.72
845,316,766,45,10.05,8.58
846,316,113,41,368.72,289.31
847,316,68,41,107.89,33.65
848,316,432,46,349.46,528.11
849,317,131,7,125.63,94.69
850,317,713,3,449.76,153.68
851,318,417,1,342.68,42.4
852,318,260,23,359.05,736.88
853,318,406,29,231.17,357.85
854,318,202,38,52.5,160.78
855,319,613,44,442.31,2001.98
856,319,92,48,41.64,89.5
857,319,426,39,25.23,139.46
858,320,30,16,421.86,751.12
859,320,270,18,38.11,39.83
860,321,208,1,253.04,13.93
861,321,122,36,442.98,2317.55
862,321,430,27,421.51,1549.06
863,321,499,30,477.25,1883.49
